[Wed Jul  9 02:40:41 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:40:45 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:40:45 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:40:45 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:40:45 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:40:45 2025] Keyboard: key=w, x=815, y=477
[Wed Jul  9 02:40:46 2025] Keyboard: key=q, x=815, y=477
[Wed Jul  9 02:40:46 2025] Keyboard: key=q, x=815, y=477
[Wed Jul  9 02:40:46 2025] Keyboard: key=q, x=815, y=477
[Wed Jul  9 02:40:46 2025] Keyboard: key=q, x=815, y=477
[Wed Jul  9 02:40:46 2025] Keyboard: key=q, x=815, y=477
[Wed Jul  9 02:40:46 2025] Keyboard: key=q, x=815, y=477
[Wed Jul  9 02:40:46 2025] Keyboard: key=q, x=815, y=477
[Wed Jul  9 02:40:46 2025] Keyboard: key=q, x=815, y=477
[Wed Jul  9 02:40:46 2025] Keyboard: key=q, x=815, y=477
[Wed Jul  9 02:40:46 2025] Keyboard: key=q, x=815, y=477
[Wed Jul  9 02:40:46 2025] Keyboard: key=q, x=815, y=477
[Wed Jul  9 02:40:46 2025] Keyboard: key=q, x=815, y=477
[Wed Jul  9 02:40:47 2025] Keyboard: key=q, x=815, y=477
[Wed Jul  9 02:40:47 2025] Keyboard: key=q, x=815, y=477
[Wed Jul  9 02:40:47 2025] Keyboard: key=q, x=815, y=477
[Wed Jul  9 02:40:47 2025] Keyboard: key=w, x=815, y=477
[Wed Jul  9 02:40:47 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:47 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:47 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:47 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:47 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:48 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:49 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:49 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:49 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:49 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:49 2025] Keyboard: key=e, x=815, y=477
[Wed Jul  9 02:40:49 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:49 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:49 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:49 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:49 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:49 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:49 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:49 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:49 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:49 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:49 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:49 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:49 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:50 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:50 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:50 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:50 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:50 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:50 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:50 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:50 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:50 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:50 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:50 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:50 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:50 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:50 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:50 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:50 2025] SpecialKeyboard: key=UpArrow, x=815, y=477
[Wed Jul  9 02:40:51 2025] SpecialKeyboard: key=LeftArrow, x=815, y=477
[Wed Jul  9 02:40:51 2025] SpecialKeyboard: key=LeftArrow, x=815, y=477
[Wed Jul  9 02:40:51 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:52 2025] Keyboard: key=z, x=815, y=477
[Wed Jul  9 02:40:52 2025] Keyboard: key=z, x=815, y=477
[Wed Jul  9 02:40:52 2025] Keyboard: key=z, x=815, y=477
[Wed Jul  9 02:40:53 2025] Keyboard: key=z, x=815, y=477
[Wed Jul  9 02:40:53 2025] Keyboard: key=z, x=815, y=477
[Wed Jul  9 02:40:53 2025] SpecialKeyboard: key=LeftArrow, x=815, y=477
[Wed Jul  9 02:40:54 2025] SpecialKeyboard: key=RightArrow, x=815, y=477
[Wed Jul  9 02:40:54 2025] SpecialKeyboard: key=RightArrow, x=815, y=477
[Wed Jul  9 02:40:54 2025] SpecialKeyboard: key=UnknownSpecial, x=815, y=477
[Wed Jul  9 02:40:55 2025] SpecialKeyboard: key=LeftArrow, x=815, y=477
[Wed Jul  9 02:40:55 2025] SpecialKeyboard: key=UpArrow, x=815, y=477
[Wed Jul  9 02:40:56 2025] SpecialKeyboard: key=UpArrow, x=815, y=477
[Wed Jul  9 02:40:56 2025] SpecialKeyboard: key=DownArrow, x=815, y=477
[Wed Jul  9 02:40:56 2025] SpecialKeyboard: key=DownArrow, x=815, y=477
[Wed Jul  9 02:40:56 2025] SpecialKeyboard: key=DownArrow, x=815, y=477
[Wed Jul  9 02:40:56 2025] SpecialKeyboard: key=DownArrow, x=815, y=477
[Wed Jul  9 02:40:56 2025] SpecialKeyboard: key=DownArrow, x=815, y=477
[Wed Jul  9 02:40:56 2025] SpecialKeyboard: key=DownArrow, x=815, y=477
[Wed Jul  9 02:40:57 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:40:57 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:40:58 2025] Keyboard: key=x, x=815, y=477
[Wed Jul  9 02:40:59 2025] Keyboard: key=z, x=815, y=477
[Wed Jul  9 02:40:59 2025] Keyboard: key=z, x=815, y=477
[Wed Jul  9 02:40:59 2025] Keyboard: key=z, x=815, y=477
[Wed Jul  9 02:40:59 2025] Keyboard: key=z, x=815, y=477
[Wed Jul  9 02:41:00 2025] Keyboard: key=z, x=815, y=477
[Wed Jul  9 02:41:00 2025] Keyboard: key=z, x=815, y=477
[Wed Jul  9 02:41:00 2025] Keyboard: key=z, x=815, y=477
[Wed Jul  9 02:41:01 2025] Keyboard: key=z, x=815, y=477
[Wed Jul  9 02:41:02 2025] Keyboard: key=z, x=815, y=477
[Wed Jul  9 02:41:03 2025] SpecialKeyboard: key=UnknownSpecial, x=815, y=477
[Wed Jul  9 02:41:04 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:41:04 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:41:04 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:41:04 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:41:04 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:41:04 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:41:04 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:41:04 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:41:04 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:41:04 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:41:04 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:05 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:05 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:05 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:05 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:05 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:05 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:05 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:05 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:05 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:05 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:05 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:05 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:05 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:05 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:05 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:05 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:05 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:06 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:06 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:06 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:06 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:06 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:06 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:06 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:06 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:06 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:06 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:06 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:06 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:06 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:06 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:06 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:06 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:06 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:06 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:06 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:06 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:06 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:06 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:06 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:07 2025] Keyboard: key=w, x=815, y=477
[Wed Jul  9 02:41:07 2025] Keyboard: key=w, x=815, y=477
[Wed Jul  9 02:41:07 2025] Keyboard: key=w, x=815, y=477
[Wed Jul  9 02:41:07 2025] Keyboard: key=w, x=815, y=477
[Wed Jul  9 02:41:07 2025] Keyboard: key=w, x=815, y=477
[Wed Jul  9 02:41:07 2025] Keyboard: key=w, x=815, y=477
[Wed Jul  9 02:41:07 2025] Keyboard: key=w, x=815, y=477
[Wed Jul  9 02:41:07 2025] Keyboard: key=w, x=815, y=477
[Wed Jul  9 02:41:07 2025] Keyboard: key=w, x=815, y=477
[Wed Jul  9 02:41:07 2025] Keyboard: key=w, x=815, y=477
[Wed Jul  9 02:41:07 2025] Keyboard: key=w, x=815, y=477
[Wed Jul  9 02:41:07 2025] Keyboard: key=w, x=815, y=477
[Wed Jul  9 02:41:07 2025] Keyboard: key=w, x=815, y=477
[Wed Jul  9 02:41:07 2025] Keyboard: key=w, x=815, y=477
[Wed Jul  9 02:41:07 2025] Keyboard: key=w, x=815, y=477
[Wed Jul  9 02:41:07 2025] Keyboard: key=w, x=815, y=477
[Wed Jul  9 02:41:07 2025] Keyboard: key=w, x=815, y=477
[Wed Jul  9 02:41:08 2025] Keyboard: key=w, x=815, y=477
[Wed Jul  9 02:41:08 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:08 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:08 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:09 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:09 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:09 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:09 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:09 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:09 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:09 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:09 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:09 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:09 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:09 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:09 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:09 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:10 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:14 2025] SpecialKeyboard: key=UnknownSpecial, x=815, y=477
[Wed Jul  9 02:41:15 2025] SpecialKeyboard: key=UnknownSpecial, x=815, y=477
[Wed Jul  9 02:41:15 2025] Keyboard: key=, x=815, y=477
[Wed Jul  9 02:41:21 2025] Keyboard: key=q, x=815, y=477
[Wed Jul  9 02:41:22 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 02:41:22 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:23 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:23 2025] SpecialKeyboard: key=UpArrow, x=815, y=477
[Wed Jul  9 02:41:23 2025] SpecialKeyboard: key=UpArrow, x=815, y=477
[Wed Jul  9 02:41:23 2025] SpecialKeyboard: key=DownArrow, x=815, y=477
[Wed Jul  9 02:41:24 2025] SpecialKeyboard: key=DownArrow, x=815, y=477
[Wed Jul  9 02:41:24 2025] SpecialKeyboard: key=DownArrow, x=815, y=477
[Wed Jul  9 02:41:24 2025] SpecialKeyboard: key=DownArrow, x=815, y=477
[Wed Jul  9 02:41:24 2025] SpecialKeyboard: key=DownArrow, x=815, y=477
[Wed Jul  9 02:41:24 2025] SpecialKeyboard: key=DownArrow, x=815, y=477
[Wed Jul  9 02:41:24 2025] SpecialKeyboard: key=DownArrow, x=815, y=477
[Wed Jul  9 02:41:24 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:41:25 2025] Keyboard: key=a, x=815, y=477
[Wed Jul  9 02:41:25 2025] SpecialKeyboard: key=LeftArrow, x=815, y=477
[Wed Jul  9 02:41:25 2025] SpecialKeyboard: key=LeftArrow, x=815, y=477
[Wed Jul  9 02:41:25 2025] SpecialKeyboard: key=RightArrow, x=815, y=477
[Wed Jul  9 02:41:26 2025] SpecialKeyboard: key=RightArrow, x=815, y=477
[Wed Jul  9 02:41:26 2025] SpecialKeyboard: key=RightArrow, x=815, y=477
[Wed Jul  9 02:41:26 2025] SpecialKeyboard: key=RightArrow, x=815, y=477
[Wed Jul  9 02:41:26 2025] SpecialKeyboard: key=RightArrow, x=815, y=477
[Wed Jul  9 02:41:26 2025] SpecialKeyboard: key=RightArrow, x=815, y=477
[Wed Jul  9 02:41:26 2025] Keyboard: key=s, x=815, y=477
[Wed Jul  9 02:41:27 2025] Keyboard: key=x, x=815, y=477
[Wed Jul  9 02:41:27 2025] Keyboard: key=x, x=815, y=477
[Wed Jul  9 02:41:28 2025] Keyboard: key=x, x=815, y=477
[Wed Jul  9 02:41:28 2025] Keyboard: key=x, x=815, y=477
[Wed Jul  9 02:41:28 2025] Keyboard: key=x, x=815, y=477
[Wed Jul  9 02:41:28 2025] Keyboard: key=x, x=815, y=477
[Wed Jul  9 02:41:28 2025] Keyboard: key=x, x=815, y=477
[Wed Jul  9 02:41:29 2025] Keyboard: key=x, x=815, y=477
[Wed Jul  9 02:41:29 2025] Keyboard: key=x, x=815, y=477
[Wed Jul  9 02:41:29 2025] SpecialKeyboard: key=LeftArrow, x=815, y=477
[Wed Jul  9 02:41:30 2025] SpecialKeyboard: key=RightArrow, x=815, y=477
[Wed Jul  9 02:41:30 2025] SpecialKeyboard: key=RightArrow, x=815, y=477
[Wed Jul  9 02:41:30 2025] SpecialKeyboard: key=RightArrow, x=815, y=477
[Wed Jul  9 02:41:30 2025] SpecialKeyboard: key=RightArrow, x=815, y=477
[Wed Jul  9 02:41:30 2025] SpecialKeyboard: key=RightArrow, x=815, y=477
[Wed Jul  9 02:41:31 2025] SpecialKeyboard: key=LeftArrow, x=815, y=477
[Wed Jul  9 02:41:31 2025] SpecialKeyboard: key=RightArrow, x=815, y=477
[Wed Jul  9 02:41:31 2025] SpecialKeyboard: key=RightArrow, x=815, y=477
[Wed Jul  9 02:41:31 2025] SpecialKeyboard: key=RightArrow, x=815, y=477
[Wed Jul  9 02:41:32 2025] SpecialKeyboard: key=LeftArrow, x=815, y=477
[Wed Jul  9 02:41:32 2025] SpecialKeyboard: key=LeftArrow, x=815, y=477
[Wed Jul  9 02:41:32 2025] SpecialKeyboard: key=LeftArrow, x=815, y=477
[Wed Jul  9 02:41:32 2025] SpecialKeyboard: key=LeftArrow, x=815, y=477
[Wed Jul  9 02:41:32 2025] SpecialKeyboard: key=LeftArrow, x=815, y=477
[Wed Jul  9 02:41:33 2025] SpecialKeyboard: key=LeftArrow, x=815, y=477
[Wed Jul  9 02:41:33 2025] SpecialKeyboard: key=LeftArrow, x=815, y=477
[Wed Jul  9 02:41:33 2025] SpecialKeyboard: key=LeftArrow, x=815, y=477
[Wed Jul  9 02:41:33 2025] SpecialKeyboard: key=LeftArrow, x=815, y=477
[Wed Jul  9 02:41:33 2025] SpecialKeyboard: key=LeftArrow, x=815, y=477
[Wed Jul  9 02:41:33 2025] SpecialKeyboard: key=UpArrow, x=815, y=477
[Wed Jul  9 02:41:33 2025] SpecialKeyboard: key=UpArrow, x=815, y=477
[Wed Jul  9 02:41:34 2025] SpecialKeyboard: key=UpArrow, x=815, y=477
[Wed Jul  9 02:41:34 2025] SpecialKeyboard: key=DownArrow, x=815, y=477
[Wed Jul  9 02:41:34 2025] SpecialKeyboard: key=DownArrow, x=815, y=477
